2025-04-01 18:36:44 - INFO - Starting ZeroGPT detection process
2025-04-01 18:36:44 - INFO - Temporary results will be saved to: .\temp\temp_results_20250401_183644.json
2025-04-01 18:36:44 - INFO - Loading data from: ..\2_iterativePrompting\GPT4oIteration\GPT4oIterations.json
2025-04-01 18:36:44 - INFO - Processing 35 entries...
2025-04-01 18:36:44 - INFO - Processing entry 1/35 (ID: 1) - 0.0% complete
2025-04-01 18:36:44 - INFO -   Checking original text for entry 1...
2025-04-01 18:36:46 - INFO -   Original text score: 27.2
2025-04-01 18:36:46 - INFO -   Checking summarized text for entry 1...
2025-04-01 18:36:47 - INFO -   Summarized text score: 96.99
2025-04-01 18:36:47 - INFO -   Processing 10 iterations for entry 1...
2025-04-01 18:36:47 - INFO -   Checking iteration 1/10 (10.0%)...
2025-04-01 18:36:49 - INFO -   Iteration 1 score: 12.67
2025-04-01 18:36:50 - INFO -   Checking iteration 2/10 (20.0%)...
2025-04-01 18:36:52 - INFO -   Iteration 2 score: 53.27
2025-04-01 18:36:53 - INFO -   Checking iteration 3/10 (30.0%)...
2025-04-01 18:36:54 - INFO -   Iteration 3 score: 50.46
2025-04-01 18:36:55 - INFO -   Checking iteration 4/10 (40.0%)...
2025-04-01 18:36:57 - INFO -   Iteration 4 score: 27.43
2025-04-01 18:36:58 - INFO -   Checking iteration 5/10 (50.0%)...
2025-04-01 18:37:00 - INFO -   Iteration 5 score: 12.09
2025-04-01 18:37:01 - INFO -   Checking iteration 6/10 (60.0%)...
2025-04-01 18:37:02 - INFO -   Iteration 6 score: 75.22
2025-04-01 18:37:03 - INFO -   Checking iteration 7/10 (70.0%)...
2025-04-01 18:37:05 - INFO -   Iteration 7 score: 11.73
2025-04-01 18:37:06 - INFO -   Checking iteration 8/10 (80.0%)...
2025-04-01 18:37:07 - INFO -   Iteration 8 score: 42.86
2025-04-01 18:37:08 - INFO -   Checking iteration 9/10 (90.0%)...
2025-04-01 18:37:10 - INFO -   Iteration 9 score: 42.59
2025-04-01 18:37:11 - INFO -   Checking iteration 10/10 (100.0%)...
2025-04-01 18:37:12 - INFO -   Iteration 10 score: 12.1
2025-04-01 18:37:13 - INFO - Completed processing for entry ID 1
2025-04-01 18:37:13 - INFO - Processing entry 2/35 (ID: 2) - 2.9% complete
2025-04-01 18:37:13 - INFO -   Checking original text for entry 2...
2025-04-01 18:37:15 - INFO -   Original text score: 0.0
2025-04-01 18:37:15 - INFO -   Checking summarized text for entry 2...
2025-04-01 18:37:16 - INFO -   Summarized text score: 10.11
2025-04-01 18:37:16 - INFO -   Processing 10 iterations for entry 2...
2025-04-01 18:37:16 - INFO -   Checking iteration 1/10 (10.0%)...
2025-04-01 18:37:17 - INFO -   Iteration 1 score: 10.1
2025-04-01 18:37:18 - INFO -   Checking iteration 2/10 (20.0%)...
2025-04-01 18:37:20 - INFO -   Iteration 2 score: 0.0
2025-04-01 18:37:21 - INFO -   Checking iteration 3/10 (30.0%)...
2025-04-01 18:37:22 - INFO -   Iteration 3 score: 6.87
2025-04-01 18:37:23 - INFO -   Checking iteration 4/10 (40.0%)...
2025-04-01 18:37:25 - INFO -   Iteration 4 score: 0.0
2025-04-01 18:37:26 - INFO -   Checking iteration 5/10 (50.0%)...
2025-04-01 18:37:27 - INFO -   Iteration 5 score: 0.0
2025-04-01 18:37:28 - INFO -   Checking iteration 6/10 (60.0%)...
2025-04-01 18:37:29 - INFO -   Iteration 6 score: 0.0
2025-04-01 18:37:30 - INFO -   Checking iteration 7/10 (70.0%)...
2025-04-01 18:37:31 - INFO -   Iteration 7 score: 0.0
2025-04-01 18:37:32 - INFO -   Checking iteration 8/10 (80.0%)...
2025-04-01 18:37:34 - INFO -   Iteration 8 score: 0.0
2025-04-01 18:37:35 - INFO -   Checking iteration 9/10 (90.0%)...
2025-04-01 18:37:36 - INFO -   Iteration 9 score: 0.0
2025-04-01 18:37:37 - INFO -   Checking iteration 10/10 (100.0%)...
2025-04-01 18:37:38 - INFO -   Iteration 10 score: 0.0
2025-04-01 18:37:39 - INFO - Completed processing for entry ID 2
2025-04-01 18:37:39 - INFO - Processing entry 3/35 (ID: 3) - 5.7% complete
2025-04-01 18:37:39 - INFO -   Checking original text for entry 3...
2025-04-01 18:37:41 - INFO -   Original text score: 0.0
2025-04-01 18:37:41 - INFO -   Checking summarized text for entry 3...
2025-04-01 18:37:42 - INFO -   Summarized text score: 0.0
2025-04-01 18:37:42 - INFO -   Processing 10 iterations for entry 3...
2025-04-01 18:37:42 - INFO -   Checking iteration 1/10 (10.0%)...
2025-04-01 18:37:43 - INFO -   Iteration 1 score: 0.0
2025-04-01 18:37:44 - INFO -   Checking iteration 2/10 (20.0%)...
2025-04-01 18:37:45 - INFO -   Iteration 2 score: 0.0
2025-04-01 18:37:46 - INFO -   Checking iteration 3/10 (30.0%)...
2025-04-01 18:37:47 - INFO -   Iteration 3 score: 0.0
2025-04-01 18:37:48 - INFO -   Checking iteration 4/10 (40.0%)...
2025-04-01 18:37:50 - INFO -   Iteration 4 score: 0.0
2025-04-01 18:37:51 - INFO -   Checking iteration 5/10 (50.0%)...
2025-04-01 18:37:52 - INFO -   Iteration 5 score: 0.0
2025-04-01 18:37:53 - INFO -   Checking iteration 6/10 (60.0%)...
2025-04-01 18:37:54 - INFO -   Iteration 6 score: 0.0
2025-04-01 18:37:55 - INFO -   Checking iteration 7/10 (70.0%)...
2025-04-01 18:37:56 - INFO -   Iteration 7 score: 0.0
2025-04-01 18:37:57 - INFO -   Checking iteration 8/10 (80.0%)...
2025-04-01 18:37:58 - INFO -   Iteration 8 score: 0.0
2025-04-01 18:37:59 - INFO -   Checking iteration 9/10 (90.0%)...
2025-04-01 18:38:00 - INFO -   Iteration 9 score: 0.0
2025-04-01 18:38:01 - INFO -   Checking iteration 10/10 (100.0%)...
2025-04-01 18:38:02 - INFO -   Iteration 10 score: 0.0
2025-04-01 18:38:03 - INFO - Completed processing for entry ID 3
2025-04-01 18:38:03 - INFO - Processing entry 4/35 (ID: 4) - 8.6% complete
2025-04-01 18:38:03 - INFO -   Checking original text for entry 4...
2025-04-01 18:38:05 - INFO -   Original text score: 0.0
2025-04-01 18:38:05 - INFO -   Checking summarized text for entry 4...
2025-04-01 18:38:06 - INFO -   Summarized text score: 0.0
2025-04-01 18:38:06 - INFO -   Processing 10 iterations for entry 4...
2025-04-01 18:38:06 - INFO -   Checking iteration 1/10 (10.0%)...
2025-04-01 18:38:07 - INFO -   Iteration 1 score: 0.0
2025-04-01 18:38:08 - INFO -   Checking iteration 2/10 (20.0%)...
2025-04-01 18:38:09 - INFO -   Iteration 2 score: 0.0
2025-04-01 18:38:10 - INFO -   Checking iteration 3/10 (30.0%)...
2025-04-01 18:38:11 - INFO -   Iteration 3 score: 0.0
2025-04-01 18:38:12 - INFO -   Checking iteration 4/10 (40.0%)...
2025-04-01 18:38:13 - INFO -   Iteration 4 score: 0.0
2025-04-01 18:38:14 - INFO -   Checking iteration 5/10 (50.0%)...
2025-04-01 18:38:15 - INFO -   Iteration 5 score: 0.0
2025-04-01 18:38:16 - INFO -   Checking iteration 6/10 (60.0%)...
2025-04-01 18:38:17 - INFO -   Iteration 6 score: 0.0
2025-04-01 18:38:18 - INFO -   Checking iteration 7/10 (70.0%)...
2025-04-01 18:38:19 - INFO -   Iteration 7 score: 0.0
2025-04-01 18:38:20 - INFO -   Checking iteration 8/10 (80.0%)...
2025-04-01 18:38:22 - INFO -   Iteration 8 score: 0.0
2025-04-01 18:38:23 - INFO -   Checking iteration 9/10 (90.0%)...
2025-04-01 18:38:24 - INFO -   Iteration 9 score: 0.0
2025-04-01 18:38:25 - INFO -   Checking iteration 10/10 (100.0%)...
2025-04-01 18:38:26 - INFO -   Iteration 10 score: 0.0
2025-04-01 18:38:27 - INFO - Completed processing for entry ID 4
2025-04-01 18:38:27 - INFO - Processing entry 5/35 (ID: 5) - 11.4% complete
2025-04-01 18:38:27 - INFO -   Checking original text for entry 5...
2025-04-01 18:38:28 - INFO -   Original text score: 0.0
2025-04-01 18:38:28 - INFO -   Checking summarized text for entry 5...
2025-04-01 18:38:29 - INFO -   Summarized text score: 0.0
2025-04-01 18:38:29 - INFO -   Processing 10 iterations for entry 5...
2025-04-01 18:38:29 - INFO -   Checking iteration 1/10 (10.0%)...
2025-04-01 18:38:30 - INFO -   Iteration 1 score: 0.0
2025-04-01 18:38:31 - INFO -   Checking iteration 2/10 (20.0%)...
2025-04-01 18:38:32 - INFO -   Iteration 2 score: 0.0
2025-04-01 18:38:33 - INFO -   Checking iteration 3/10 (30.0%)...
2025-04-01 18:38:35 - INFO -   Iteration 3 score: 0.0
2025-04-01 18:38:36 - INFO -   Checking iteration 4/10 (40.0%)...
2025-04-01 18:38:37 - INFO -   Iteration 4 score: 0.0
2025-04-01 18:38:38 - INFO -   Checking iteration 5/10 (50.0%)...
2025-04-01 18:38:39 - INFO -   Iteration 5 score: 0.0
2025-04-01 18:38:40 - INFO -   Checking iteration 6/10 (60.0%)...
2025-04-01 18:38:41 - INFO -   Iteration 6 score: 0.0
2025-04-01 18:38:42 - INFO -   Checking iteration 7/10 (70.0%)...
2025-04-01 18:38:43 - INFO -   Iteration 7 score: 0.0
2025-04-01 18:38:44 - INFO -   Checking iteration 8/10 (80.0%)...
2025-04-01 18:38:45 - INFO -   Iteration 8 score: 0.0
2025-04-01 18:38:46 - INFO -   Checking iteration 9/10 (90.0%)...
2025-04-01 18:38:47 - INFO -   Iteration 9 score: 0.0
2025-04-01 18:38:48 - INFO -   Checking iteration 10/10 (100.0%)...
2025-04-01 18:38:50 - INFO -   Iteration 10 score: 0.0
2025-04-01 18:38:51 - INFO - Completed processing for entry ID 5
2025-04-01 18:38:51 - INFO - Processing entry 6/35 (ID: 6) - 14.3% complete
2025-04-01 18:38:51 - INFO -   Checking original text for entry 6...
2025-04-01 18:38:52 - INFO -   Original text score: 100.0
2025-04-01 18:38:52 - INFO -   Checking summarized text for entry 6...
2025-04-01 18:38:53 - INFO -   Summarized text score: 100.0
2025-04-01 18:38:53 - INFO -   Processing 10 iterations for entry 6...
2025-04-01 18:38:53 - INFO -   Checking iteration 1/10 (10.0%)...
2025-04-01 18:38:54 - INFO -   Iteration 1 score: 0.0
2025-04-01 18:38:55 - INFO -   Checking iteration 2/10 (20.0%)...
2025-04-01 18:38:57 - INFO -   Iteration 2 score: 0.0
2025-04-01 18:38:58 - INFO -   Checking iteration 3/10 (30.0%)...
2025-04-01 18:38:59 - INFO -   Iteration 3 score: 0.0
2025-04-01 18:39:00 - INFO -   Checking iteration 4/10 (40.0%)...
2025-04-01 18:39:01 - INFO -   Iteration 4 score: 32.53
2025-04-01 18:39:02 - INFO -   Checking iteration 5/10 (50.0%)...
2025-04-01 18:39:03 - INFO -   Iteration 5 score: 0.0
2025-04-01 18:39:04 - INFO -   Checking iteration 6/10 (60.0%)...
2025-04-01 18:39:05 - INFO -   Iteration 6 score: 0.0
2025-04-01 18:39:06 - INFO -   Checking iteration 7/10 (70.0%)...
2025-04-01 18:39:08 - INFO -   Iteration 7 score: 0.0
2025-04-01 18:39:09 - INFO -   Checking iteration 8/10 (80.0%)...
2025-04-01 18:39:10 - INFO -   Iteration 8 score: 0.0
2025-04-01 18:39:11 - INFO -   Checking iteration 9/10 (90.0%)...
2025-04-01 18:39:12 - INFO -   Iteration 9 score: 0.0
2025-04-01 18:39:13 - INFO -   Checking iteration 10/10 (100.0%)...
2025-04-01 18:39:14 - INFO -   Iteration 10 score: 0.0
2025-04-01 18:39:15 - INFO - Completed processing for entry ID 6
2025-04-01 18:39:15 - INFO - Processing entry 7/35 (ID: 7) - 17.1% complete
2025-04-01 18:39:15 - INFO -   Checking original text for entry 7...
2025-04-01 18:39:16 - INFO -   Original text score: 0.0
2025-04-01 18:39:16 - INFO -   Checking summarized text for entry 7...
2025-04-01 18:39:18 - INFO -   Summarized text score: 100.0
2025-04-01 18:39:18 - INFO -   Processing 10 iterations for entry 7...
2025-04-01 18:39:18 - INFO -   Checking iteration 1/10 (10.0%)...
2025-04-01 18:39:19 - INFO -   Iteration 1 score: 0.0
2025-04-01 18:39:20 - INFO -   Checking iteration 2/10 (20.0%)...
2025-04-01 18:39:21 - INFO -   Iteration 2 score: 100.0
2025-04-01 18:39:22 - INFO -   Checking iteration 3/10 (30.0%)...
2025-04-01 18:39:23 - INFO -   Iteration 3 score: 100.0
2025-04-01 18:39:24 - INFO -   Checking iteration 4/10 (40.0%)...
2025-04-01 18:39:26 - INFO -   Iteration 4 score: 100.0
2025-04-01 18:39:27 - INFO -   Checking iteration 5/10 (50.0%)...
2025-04-01 18:39:28 - INFO -   Iteration 5 score: 100.0
2025-04-01 18:39:29 - INFO -   Checking iteration 6/10 (60.0%)...
2025-04-01 18:39:30 - INFO -   Iteration 6 score: 71.93
2025-04-01 18:39:31 - INFO -   Checking iteration 7/10 (70.0%)...
2025-04-01 18:39:32 - INFO -   Iteration 7 score: 100.0
2025-04-01 18:39:33 - INFO -   Checking iteration 8/10 (80.0%)...
2025-04-01 18:39:35 - INFO -   Iteration 8 score: 87.72
2025-04-01 18:39:36 - INFO -   Checking iteration 9/10 (90.0%)...
2025-04-01 18:39:37 - INFO -   Iteration 9 score: 100.0
2025-04-01 18:39:38 - INFO -   Checking iteration 10/10 (100.0%)...
2025-04-01 18:39:39 - INFO -   Iteration 10 score: 100.0
2025-04-01 18:39:40 - INFO - Completed processing for entry ID 7
2025-04-01 18:39:40 - INFO - Processing entry 8/35 (ID: 8) - 20.0% complete
2025-04-01 18:39:40 - INFO -   Checking original text for entry 8...
2025-04-01 18:39:41 - INFO -   Original text score: 0.0
2025-04-01 18:39:41 - INFO -   Checking summarized text for entry 8...
2025-04-01 18:39:42 - INFO -   Summarized text score: 0.0
2025-04-01 18:39:42 - INFO -   Processing 10 iterations for entry 8...
2025-04-01 18:39:42 - INFO -   Checking iteration 1/10 (10.0%)...
