Once upon a time there usedÂ be two		 968.06103515625		 -5.497474551200867
Once upon a time there usedÂ  be this		 886.4288940429688		 -5.516610145568848
Once upon a time there usedÂ  be		 884.4124755859375		 -5.335422515869141
Once upon a time there usedÂ be this		 817.9384765625		 -5.497474551200867
Once upon a time there used the exist two		 680.5313720703125		 -4.983962740216937
Once upon a time there usedÂ a be		 673.08544921875		 -5.458948969841003
Once upon a time there usedÂ beÂ		 655.8773803710938		 -5.497474551200867
Once upon a time there usedÂ be an		 643.7085571289062		 -5.497474551200867
Once upon a time there usedÂ  be an		 616.4830322265625		 -5.516610145568848
Once upon a time there usedÂ  beÂ		 598.7036743164062		 -5.516610145568848
Once upon a time there used the exist an		 560.8195190429688		 -4.983962740216937
Once upon a time there usedÂ a place		 559.130615234375		 -5.458948969841003
Once upon a time there usedÂ aÂ		 529.6708984375		 -5.458948969841003
Once upon a time there usedÂ be a		 528.3448486328125		 -5.497474551200867
Once upon a time there usedÂ  be a		 507.515869140625		 -5.516610145568848
Once upon a time there used the live an		 507.42510986328125		 -4.970318453652518
Once upon a time there used the exist the		 504.3567199707031		 -4.983962740216937
Once upon a time there usedÂ a man		 492.4856262207031		 -5.458948969841003
Once upon a time there usedÂ  to live		 485.89599609375		 -5.431662440299988
Once upon a time there usedÂ to live		 479.24920654296875		 -5.428903222084045
Once upon a time there usedÂ to a		 478.39483642578125		 -5.428903222084045
Once upon a time there used the exist a		 470.6598815917969		 -4.983962740216937
Once upon a time there usedÂ toÂ		 463.91876220703125		 -5.428903222084045
Once upon a time there usedÂ  toÂ		 461.3597717285156		 -5.431662440299988
Once upon a time in America there usedÂ		 451.7408447265625		 -4.526285818644932
Once upon a time there usedÂ  to		 448.2458801269531		 -5.335422515869141
Once upon a time there used the live the		 444.91754150390625		 -4.970318453652518
Once upon a time there usedÂ a little		 444.83819580078125		 -5.458948969841003
Once upon a time, there usedÂ  be		 423.9742126464844		 -4.671702355146408
Once upon a time there used a be this		 422.23651123046875		 -4.899133001055036
Once upon a time there used the live a		 418.2376708984375		 -4.970318453652518
Once upon a time there used a be something		 410.9943542480469		 -4.899133001055036
Once upon a time there used a be two		 401.734130859375		 -4.899133001055036
Once upon a time there used the exist in		 399.23590087890625		 -4.983962740216937
Once upon a time there used the be this		 395.1114807128906		 -4.926754065922329
Once upon a time there used the live on		 391.7739562988281		 -4.970318453652518
Once upon a time there usedÂ to exist		 383.162109375		 -5.428903222084045
Once upon a time there used the live in		 373.2985534667969		 -4.970318453652518
Once upon a time there usedÂ  to exist		 363.2085266113281		 -5.431662440299988
Once upon a time, there usedÂ be		 362.5286865234375		 -4.671702355146408
Once upon a time there used the be two		 358.5330810546875		 -4.926754065922329
Once upon a time, the internet wasnÂ’		 352.6683654785156		 -4.495685815811157
Once upon a time there used the only be		 317.628173828125		 -4.894316673278809
Once upon a time, there usedÂ a		 309.5789794921875		 -4.671702355146408
Once upon a time, the internet wasn&apos		 294.73248291015625		 -4.477810886171129
Once upon a time there used a be an		 280.9281005859375		 -4.899133001055036
Once upon a time there used the be an		 259.1619567871094		 -4.926754065922329
Once upon a time there used the only three		 251.9984130859375		 -4.894316673278809
Once upon a time there used the be the		 248.4715576171875		 -4.926754065922329
Once upon a time, the internet wasnÃ¢		 237.51541137695312		 -4.398903399705887
Once upon a time there usedÂ  to be		 230.52891540527344		 -5.431662440299988
Once upon a time, there usedÂ  to		 228.66490173339844		 -4.671702355146408
Once upon a time, there usedÂ to		 225.43624877929688		 -4.671702355146408
Once upon a time there usedÂ to be		 225.18817138671875		 -5.428903222084045
Once upon a time there used a be a		 219.72984313964844		 -4.899133001055036
Once upon a time there used a little town		 218.06668090820312		 -4.8348885263715475
Once upon a time there used a little village		 217.62396240234375		 -4.8348885263715475
Once upon a time there used the only		 213.2847137451172		 -4.816264788309733
Once upon a time there used the only two		 210.5760498046875		 -4.894316673278809
Once upon a time there used the be a		 207.46583557128906		 -4.926754065922329
Once upon a time, there used the exist		 200.23313903808594		 -4.297437156949725
Once upon a time in the early partÂ		 191.45303344726562		 -4.195199046816144
Once upon a time in America there used live		 191.35336303710938		 -4.526285818644932
Once upon a time in an enchanted garden lived		 184.04782104492188		 -4.670054844447544
Once upon a time, there used the live		 181.68429565429688		 -4.297437156949725
Once upon a time there used a little old		 181.32130432128906		 -4.8348885263715475
Once upon a time there used the only one		 180.43569946289062		 -4.894316673278809
Once upon a time there used a small country		 179.6715850830078		 -4.828205517360142
Once upon a time a little baby bird h		 175.04930114746094		 -4.758247375488281
Once upon a time there used a girl.		 170.86306762695312		 -4.876073564801898
Once upon a time in an enchanted kingdom lived		 156.25479125976562		 -4.65162672315325
Once upon a time there lived three little bears		 151.85025024414062		 -4.684314864022391
Once upon a time in the not too distance		 151.04620361328125		 -4.34578663962228
Once upon a time there used a small town		 148.5413055419922		 -4.828205517360142
Once upon a time there used a small island		 148.5132598876953		 -4.828205517360142
Once upon a time there used a little boy		 147.06382751464844		 -4.8348885263715475
Once upon a time there used be two little		 144.9111785888672		 -4.7127750260489325
Once upon a time there used a small village		 144.1873016357422		 -4.828205517360142
Once upon a time there used a girl called		 144.15650939941406		 -4.876073564801898
Once upon a time there lived three little kittens		 142.92190551757812		 -4.684314864022391
Once upon a time in Americaâ€™s heart land		 142.42405700683594		 -4.797139883041382
Once upon a time there used the word â€˜		 140.94322204589844		 -4.845523834228516
Once upon a time, there used the be		 140.75		 -4.297437156949725
Once upon a time there used a girl,		 140.6209259033203		 -4.876073564801898
Once upon a time there used be this guy		 139.72421264648438		 -4.734196867261614
Once upon a time, the internet used dial		 137.91639709472656		 -4.191329479217529
Once upon a time in an enchanted kingdom far		 136.8922576904297		 -4.65162672315325
Once upon a time there used a girl who		 135.77476501464844		 -4.876073564801898
Once upon a time there used a little girl		 134.87486267089844		 -4.8348885263715475
Once upon a time in Americaâ€™s heartlands		 134.248046875		 -4.797139883041382
Once upon a time there used be two brothers		 133.047607421875		 -4.7127750260489325
Once upon a time there lived three little pigs		 129.44752502441406		 -4.684314864022391
Once upon a time there used a small,		 128.51329040527344		 -4.828205517360142
Once upon a time there used a girl named		 126.58399963378906		 -4.876073564801898
Once upon a time in Americaâ€™s great plains		 126.01026153564453		 -4.757846069335938
Once upon a time, there used a be		 125.23113250732422		 -4.287071398326328
Once upon a time there existed the perfect job		 124.52349090576172		 -4.497890131814139
Once upon a time in an alternate realityâ€¦		 123.42594909667969		 -4.674959707260132
Once upon a time there existed the Kingdoms		 122.58316802978516		 -4.538555304209392
Once upon a time in the not-to distant		 122.34386444091797		 -4.2764407098293304
Once upon a time there used be this place		 121.11788940429688		 -4.734196867261614
Once upon a time in America there used a		 120.49092864990234		 -4.526285818644932
Once upon a time in the 1955		 119.5257339477539		 -4.5652337074279785
Once upon a time there used a man and		 119.44066619873047		 -4.823847225734165
Once upon a time in an enchanted forest lived		 118.25782775878906		 -4.605240276881626
Once upon a time, there used the only		 117.36260223388672		 -4.297437156949725
Once upon a time in the 1957		 115.9739990234375		 -4.5652337074279785
Once upon a time I lived a very shelter		 114.7837142944336		 -4.4267571313040595
Once upon a time I was the kinderg		 114.73091125488281		 -4.340490102767944
Once upon a time in 1972 there		 114.63116455078125		 -4.874516296386719
Once upon a time there used to a website		 114.31452178955078		 -4.472958190100534
Once upon a time in the not too recent		 113.14240264892578		 -4.34578663962228
Once upon a time in America the word â€˜		 112.12726593017578		 -4.617083501815796
Once upon a time in an enchanted land lived		 111.59701538085938		 -4.581587621143886
Once upon a time there lived an evil sor		 110.74080657958984		 -4.529668092727661
Once upon a time in Americaâ€™s great heart		 110.7130355834961		 -4.757846069335938
Once upon a time in the early â€™90		 110.25984954833984		 -4.378040242195129
Once upon a time in 1976 there		 109.91339111328125		 -4.876174545288086
Once upon a time in Americaâ€™s heart-		 109.57539367675781		 -4.797139883041382
Once upon a time in Americaâ€™s heartland		 109.55596160888672		 -4.797139883041382
Once upon a time there used be this little		 109.42037200927734		 -4.734196867261614
Once upon a time in the 1972		 109.01431274414062		 -4.5652337074279785
Once upon a time in the 1956		 108.68846130371094		 -4.5652337074279785
Once upon a time in 1978 there		 108.2664794921875		 -4.86945276260376
Once upon a time in the early â€™70		 108.0045394897461		 -4.378040242195129
Once upon a time there used a man,		 107.96453094482422		 -4.823847225734165
Once upon a time in the early â€™00		 107.75253295898438		 -4.378040242195129
Once upon a time there used be an American		 107.28680419921875		 -4.695788587842669
Once upon a time there used be this thing		 107.07123565673828		 -4.734196867261614
Once upon a time in the 1966		 106.97319793701172		 -4.5652337074279785
Once upon a time there used the word â€œ		 106.87943267822266		 -4.856531620025635
Once upon a time in the early â€™60		 106.5002212524414		 -4.378040242195129
Once upon a time in the far away Kingdom		 105.84137725830078		 -4.381840569632394
Once upon a time in an ancient kingdom lived		 105.2338638305664		 -4.5160494191305975
Once upon a time in 1972 I		 104.70470428466797		 -4.874516296386719
Once upon a time in the 1971		 104.42478942871094		 -4.5652337074279785
Once upon a time in the early â€™80		 104.26278686523438		 -4.378040242195129
Once upon a time there used be two people		 104.21884155273438		 -4.7127750260489325
Once upon a time in the 1959		 104.11080932617188		 -4.5652337074279785
Once upon a time in 1997 there		 103.6763916015625		 -4.847573852539062
Once upon a time in 1976 I		 103.49852752685547		 -4.876174545288086
Once upon a time in the 1987		 103.3409652709961		 -4.5652337074279785
Once upon a time in an enchanted place far		 102.48592376708984		 -4.620253358568464
Once upon a time in 1988 there		 102.26122283935547		 -4.848622989654541
Once upon a time in the 1968		 101.52828979492188		 -4.5652337074279785
Once upon a time in the 1976		 101.28704833984375		 -4.5652337074279785
Once upon a time in the 1986		 101.28636932373047		 -4.5652337074279785
Once upon a time there used the word of		 101.19923400878906		 -4.783571447644915
Once upon a time in 2005 there		 100.87171936035156		 -4.84719877243042
Once upon a time in the 1997		 100.80561065673828		 -4.5652337074279785
Once upon a time in an era not all		 100.67816162109375		 -4.547653368541172
Once upon a time in America the word freedom		 100.61280059814453		 -4.512760366712298
Once upon a time in 1996 there		 100.60009002685547		 -4.8428973197937015
Once upon a time in 1998 there		 100.56076049804688		 -4.843916893005371
Once upon a time in 1978 I		 100.39254760742188		 -4.86945276260376
Once upon a time there used be this great		 100.14268493652344		 -4.734196867261614
Once upon a time in the 1988		 100.11885833740234		 -4.5652337074279785
Once upon a time in 1970 there		 100.0979995727539		 -4.858420658111572
Once upon a time in a village,there		 99.98741912841797		 -4.443435430526733
Once upon a time in a village of China		 99.70271301269531		 -4.491735390254429
Once upon a time, the word â€˜f		 99.69581604003906		 -4.2330238819122314
Once upon a time in the 1998		 99.61090087890625		 -4.5652337074279785
Once upon a time I lived with two room		 99.59437561035156		 -4.401674543108259
Once upon a time in 2007 there		 99.5330810546875		 -4.842368698120117
